Ranking,Sexe,Nom,Freq,Percent,Year
0.08,D,AYAT,6,0.08,2014
0.08,H,BRAIAN,6,0.08,2014
0.08,H,CHADI,6,0.08,2014
0.08,D,CHAIMA,6,0.08,2014
0.08,H,CIRO,6,0.08,2014
0.08,D,CORA,6,0.08,2014
0.08,D,DAINA,6,0.08,2014
0.08,D,DAIRA,6,0.08,2014
0.08,D,DOAA,6,0.08,2014
0.08,D,DOUNIA,6,0.08,2014
0.08,D,DUA,6,0.08,2014
0.08,D,ELVIRA,6,0.08,2014
0.08,H,EMMANUEL,6,0.08,2014
0.08,D,EMÍLIA/EMILIA,6,0.08,2014
0.08,D,EUGÈNIA/EUGENIA,6,0.08,2014
0.08,H,EYDEN,6,0.08,2014
0.08,H,FAROUK,6,0.08,2014
0.08,H,FEDERICO,6,0.08,2014
0.08,H,FILIP,6,0.08,2014
0.08,H,FODE,6,0.08,2014
0.08,D,GALLA,6,0.08,2014
0.08,H,HASSAN,6,0.08,2014
0.08,D,IONE,6,0.08,2014
0.08,H,ISAI,6,0.08,2014
0.08,H,ISAÍAS,6,0.08,2014
0.08,H,ISHAQ,6,0.08,2014
0.08,D,ISOLDA,6,0.08,2014
0.08,D,ITZEL,6,0.08,2014
0.08,H,IÑIGO/ÍÑIGO,6,0.08,2014
0.08,H,JADEL,6,0.08,2014
0.08,H,JAN MARC,6,0.08,2014
0.08,D,JAZMÍN,6,0.08,2014
0.08,H,JEAN PAUL,6,0.08,2014
0.08,H,JOHN,6,0.08,2014
0.08,H,JOSÉ DAVID,6,0.08,2014
0.08,D,JULIANA,6,0.08,2014
0.08,D,JUNA,6,0.08,2014
0.08,D,JÈSSICA/JESSICA,6,0.08,2014
0.08,D,KADIATOU,6,0.08,2014
0.08,D,KAOUTAR,6,0.08,2014
0.08,D,KATERINA,6,0.08,2014
0.08,H,KILLIAN,6,0.08,2014
0.08,D,LIBERTAD,6,0.08,2014
0.08,D,LILIAN,6,0.08,2014
0.08,D,LISA,6,0.08,2014
0.08,H,LOAY,6,0.08,2014
0.08,D,LUANA,6,0.08,2014
0.08,D,LYDIA,6,0.08,2014
0.08,H,MAROUAN,6,0.08,2014
0.08,H,MATHIAS,6,0.08,2014
0.08,H,MEHDI,6,0.08,2014
0.08,H,MILAN/MILÁN,6,0.08,2014
0.08,D,MINA,6,0.08,2014
0.08,D,MONTSE,6,0.08,2014
0.08,D,NEKANE,6,0.08,2014
0.08,H,NEYZAN,6,0.08,2014
0.08,H,NILS,6,0.08,2014
0.08,H,NOLAN,6,0.08,2014
0.08,D,NOOR FÀTIMA/NOOR FÁTIMA,6,0.08,2014
0.08,H,NÈSTOR/NÉSTOR,6,0.08,2014
0.08,H,ODÍN,6,0.08,2014
0.08,D,OLAYA,6,0.08,2014
0.08,H,OSAMA,6,0.08,2014
0.08,H,OUSMAN,6,0.08,2014
0.08,H,OUSMANE,6,0.08,2014
0.08,D,RANYA,6,0.08,2014
0.08,H,RAYANE,6,0.08,2014
0.08,D,RODAYNA,6,0.08,2014
0.08,D,ROMAYSAE,6,0.08,2014
0.08,D,RUBÍ,6,0.08,2014
0.08,H,SANDRO,6,0.08,2014
0.08,D,SELENA,6,0.08,2014
0.08,D,SINAI,6,0.08,2014
0.08,H,SOUHAIL,6,0.08,2014
0.08,D,SUSANA,6,0.08,2014
0.08,H,TAREK,6,0.08,2014
0.08,H,THOMAS,6,0.08,2014
0.08,D,TINA,6,0.08,2014
0.08,H,TONY,6,0.08,2014
0.08,H,UNAY,6,0.08,2014
0.08,H,VALENTÍ,6,0.08,2014
0.08,D,WISSAL,6,0.08,2014
0.08,H,XABI,6,0.08,2014
0.08,D,XINYI,6,0.08,2014
0.08,H,YANN,6,0.08,2014
0.08,D,YUXIN,6,0.08,2014
0.08,D,ÀUREA/ÁUREA,6,0.08,2014
0.07,H,ADEI,5,0.07,2014
0.07,H,ADOLFO,5,0.07,2014
0.07,D,AGATHA,5,0.07,2014
0.07,H,AGUSTÍN,5,0.07,2014
0.07,H,AIMAN,5,0.07,2014
0.07,D,AISA,5,0.07,2014
0.07,D,AISSA,5,0.07,2014
0.07,H,ALEKSANDER,5,0.07,2014
0.07,D,ALISA,5,0.07,2014
0.07,H,ANDREA,5,0.07,2014
0.07,H,ANDY,5,0.07,2014
0.07,D,ANGÈLICA/ANGÉLICA,5,0.07,2014
0.07,D,ANTIA,5,0.07,2014
0.07,D,ARACELI,5,0.07,2014
0.07,H,ASAAD,5,0.07,2014
0.07,D,ASHA,5,0.07,2014
0.07,D,ASIYA,5,0.07,2014
0.07,D,ASMA,5,0.07,2014
0.07,D,ASMAA,5,0.07,2014
0.07,D,ASSIL,5,0.07,2014
0.07,D,BELÉN,5,0.07,2014
0.07,H,BOSCO,5,0.07,2014
0.07,H,BRANDON,5,0.07,2014
0.07,D,BRIGITTE,5,0.07,2014
0.07,D,CHARLOTTE,5,0.07,2014
0.07,D,CINTA,5,0.07,2014
0.07,D,CLAIRE,5,0.07,2014
0.07,H,DALMAU,5,0.07,2014
0.07,H,DARIEL,5,0.07,2014
0.07,H,DOMINIC,5,0.07,2014
0.07,H,EBRAHIMA,5,0.07,2014
0.07,D,EIDER,5,0.07,2014
0.07,H,EINAR,5,0.07,2014
0.07,D,ELIANA,5,0.07,2014
0.07,H,ELIES/ELÍES,5,0.07,2014
0.07,H,ENOC,5,0.07,2014
0.07,D,EVA MARIA/EVA MARÍA,5,0.07,2014
0.07,H,EZIO,5,0.07,2014
0.07,D,FATUMATA,5,0.07,2014
0.07,D,FLORA,5,0.07,2014
0.07,D,GINEBRA,5,0.07,2014
0.07,D,GUIOMAR,5,0.07,2014
0.07,D,HALIMA,5,0.07,2014
0.07,D,HANA,5,0.07,2014
0.07,H,HATIM,5,0.07,2014
0.07,D,HELENE,5,0.07,2014
0.07,D,HIND,5,0.07,2014
0.07,H,HOSSAM,5,0.07,2014
0.07,D,IA/ÏA,5,0.07,2014
0.07,D,IBTISSAM,5,0.07,2014
0.07,D,ILHAM,5,0.07,2014
0.07,D,INAYA,5,0.07,2014
0.07,D,INNA,5,0.07,2014
0.07,D,ISABELA,5,0.07,2014
0.07,D,IVANA,5,0.07,2014
0.07,D,IVETT,5,0.07,2014
0.07,H,IÑAKI,5,0.07,2014
0.07,H,JABIR,5,0.07,2014
0.07,H,JACOBO,5,0.07,2014
0.07,H,JEAN,5,0.07,2014
0.07,H,JOAN MARC,5,0.07,2014
0.07,H,JOSÉ DANIEL,5,0.07,2014
0.07,H,JUAN ANDRÉS,5,0.07,2014
0.07,H,JUAN DAVID,5,0.07,2014
0.07,H,JUAN MIGUEL,5,0.07,2014
0.07,D,JULIET,5,0.07,2014
0.07,D,KAREN,5,0.07,2014
0.07,H,KHALID,5,0.07,2014
0.07,H,KHALIL,5,0.07,2014
0.07,D,KÀTIA/KATIA,5,0.07,2014
0.07,H,LAIA,5,0.07,2014
0.07,D,LAYLA,5,0.07,2014
0.07,H,LEANDRO,5,0.07,2014
0.07,H,LEONARD,5,0.07,2014
0.07,D,LIZ,5,0.07,2014
0.07,H,LLEIR,5,0.07,2014
0.07,H,LOGAN,5,0.07,2014
0.07,D,LORENA,5,0.07,2014
0.07,D,LOUISE,5,0.07,2014
0.07,H,LUIS DAVID,5,0.07,2014
0.07,H,MACIÀ,5,0.07,2014
0.07,D,MAISA,5,0.07,2014
0.07,D,MAITANE,5,0.07,2014
0.07,D,MAJDA,5,0.07,2014
0.07,H,MALAK,5,0.07,2014
0.07,H,MARCUS,5,0.07,2014
0.07,D,MARIA CRISTINA/MARÍA CRISTINA,5,0.07,2014
0.07,D,MARIA VALENTINA/MARÍA VALENTINA,5,0.07,2014
0.07,D,MARÍA DEL CARMEN,5,0.07,2014
0.07,H,MATTIA,5,0.07,2014
0.07,H,MAXIMILIANO,5,0.07,2014
0.07,D,MAYSA,5,0.07,2014
0.07,D,MAYSAE,5,0.07,2014
0.07,D,MEI,5,0.07,2014
0.07,D,MERIAM,5,0.07,2014
0.07,D,MICAELA,5,0.07,2014
0.07,H,MICHAEL,5,0.07,2014
0.07,D,MILANA,5,0.07,2014
0.07,H,MOAD,5,0.07,2014
0.07,H,MOHAMED RAYAN,5,0.07,2014
0.07,H,MOHAMED RIDA,5,0.07,2014
0.07,H,MOHAMMED AMIN,5,0.07,2014
0.07,D,MONTSANT,5,0.07,2014
0.07,D,"NAYMA",5,0.07,2014
0.07,H,NICOLAU,5,0.07,2014
0.07,H,NIDAL,5,0.07,2014
0.07,D,NIHAL,5,0.07,2014
0.07,H,NIKITA,5,0.07,2014
0.07,D,NISRINE,5,0.07,2014
0.07,D,NIT,5,0.07,2014
0.07,D,NOURA,5,0.07,2014
0.07,D,OIHANE,5,0.07,2014
0.07,D,OLAIA,5,0.07,2014
0.07,H,OM,5,0.07,2014
0.07,D,ORIANA,5,0.07,2014
0.07,D,OUMAÏMA/OUMAIMA,5,0.07,2014
0.07,D,OUMOU,5,0.07,2014
0.07,H,OWEN,5,0.07,2014
0.07,H,RAI,5,0.07,2014
0.07,H,RAID,5,0.07,2014
0.07,D,RAYHANA,5,0.07,2014
0.07,H,RIAD,5,0.07,2014
0.07,H,RIDA,5,0.07,2014
0.07,H,ROQUE/ROQUÉ,5,0.07,2014
0.07,D,ROSARIO,5,0.07,2014
0.07,H,ROY,5,0.07,2014
0.07,D,SAFA,5,0.07,2014
0.07,D,SALWA,5,0.07,2014
0.07,D,SANÇA,5,0.07,2014
0.07,H,SARA,5,0.07,2014
0.07,H,SOULAIMAN,5,0.07,2014
0.07,D,STELLA,5,0.07,2014
0.07,H,TOMEU,5,0.07,2014
0.07,H,UNAX,5,0.07,2014
0.07,H,VALENTINO,5,0.07,2014
0.07,D,VALLE,5,0.07,2014
0.07,D,VANESSA,5,0.07,2014
0.07,H,VICENÇ,5,0.07,2014
0.07,H,VÍCTOR MANUEL,5,0.07,2014
0.07,D,XIANA,5,0.07,2014
0.07,D,YASSMIN,5,0.07,2014
0.07,H,YICHEN,5,0.07,2014
0.07,H,YOEL,5,0.07,2014
0.07,D,ÚRSULA,5,0.07,2014
0.06,H,ABDERAHMAN,4,0.06,2014
0.06,D,ADELE,4,0.06,2014
0.06,H,ADONAI,4,0.06,2014
0.06,D,ADRIANNA,4,0.06,2014
0.06,D,AFRIKA,4,0.06,2014
0.06,H,AGUSTÍ,4,0.06,2014
0.06,H,AIDEN,4,0.06,2014
0.06,D,AINOHA,4,0.06,2014
0.06,D,AISSATOU,4,0.06,2014
0.06,D,AIXA,4,0.06,2014
0.06,H,AKIRA,4,0.06,2014
0.06,H,ALAI,4,0.06,2014
0.06,D,ALDARA,4,0.06,2014
0.06,H,ALEJO,4,0.06,2014
0.06,D,ALESSANDRA,4,0.06,2014
0.06,D,ALESSIA,4,0.06,2014
0.06,H,ALEU,4,0.06,2014
0.06,D,ALEXA,4,0.06,2014
0.06,D,ALLISON,4,0.06,2014
0.06,H,AMADEU,4,0.06,2014
0.06,D,ANDREEA,4,0.06,2014
0.06,H,ANIBAL/ANÍBAL,4,0.06,2014
0.06,D,ANNA MARIA/ANNA MARÍA,4,0.06,2014
0.06,D,ANNE,4,0.06,2014
0.06,D,ANOUK,4,0.06,2014
0.06,D,ANUK,4,0.06,2014
0.06,D,AROHA,4,0.06,2014
0.06,D,AVA,4,0.06,2014
0.06,D,AYESHA,4,0.06,2014
0.06,D,AYLA,4,0.06,2014
0.06,D,BEL,4,0.06,2014
0.06,H,BELTRAN/BELTRÁN,4,0.06,2014
0.06,D,BINTA,4,0.06,2014
0.06,H,BLAS,4,0.06,2014
0.06,D,BOUCHRA,4,0.06,2014
0.06,D,CARINA,4,0.06,2014
0.06,D,CATALEYA,4,0.06,2014
0.06,H,CHEN,4,0.06,2014
0.06,D,CIARA,4,0.06,2014
0.06,D,CORAIMA,4,0.06,2014
0.06,D,CRISTINA MARIA/CRISTINA MARÍA,4,0.06,2014
0.06,D,DAKOTA,4,0.06,2014
0.06,H,DARIUS,4,0.06,2014
0.06,H,DAVID ANDREI,4,0.06,2014
0.06,H,DAVID VALENTÍN,4,0.06,2014
0.06,D,DENISA,4,0.06,2014
0.06,D,DESIRÉE,4,0.06,2014
0.06,D,DEVA,4,0.06,2014
0.06,H,DYLAN DAVID,4,0.06,2014
0.06,D,EILA,4,0.06,2014
0.06,D,EIRE,4,0.06,2014
0.06,D,ELA,4,0.06,2014
0.06,D,ELDA,4,0.06,2014
0.06,D,ELIZABETH,4,0.06,2014
0.06,D,ELIZAVETA,4,0.06,2014
0.06,H,ERIN,4,0.06,2014
0.06,H,ESTEVE,4,0.06,2014
0.06,D,FABIOLA,4,0.06,2014
0.06,H,FADI,4,0.06,2014
0.06,D,FANNY,4,0.06,2014
0.06,D,FANTA,4,0.06,2014
0.06,H,FELIU,4,0.06,2014
0.06,H,FIDEL,4,0.06,2014
0.06,D,FIRDAWS,4,0.06,2014
0.06,H,FLAVIO,4,0.06,2014
0.06,D,FLÀVIA/FLAVIA,4,0.06,2014
0.06,D,FRANCESCA,4,0.06,2014
0.06,D,GABRIELLA,4,0.06,2014
0.06,H,GIORGI,4,0.06,2014
0.06,D,GUADALUPE,4,0.06,2014
0.06,H,HAITAM,4,0.06,2014
0.06,D,HAIZEA,4,0.06,2014
0.06,H,HICHAM,4,0.06,2014
0.06,H,HOUSSAM,4,0.06,2014
0.06,H,IANIS,4,0.06,2014
0.06,D,IBETH,4,0.06,2014
0.06,D,ICÍAR/ICIAR,4,0.06,2014
0.06,D,IDOIA,4,0.06,2014
0.06,H,IDRISS,4,0.06,2014
0.06,H,ILAI,4,0.06,2014
0.06,D,INASS,4,0.06,2014
0.06,D,ISHA,4,0.06,2014
0.06,D,ISIS,4,0.06,2014
0.06,H,JADIEL,4,0.06,2014
0.06,D,JAEL,4,0.06,2014
0.06,H,JAIR,4,0.06,2014
0.06,D,JAMILA,4,0.06,2014
0.06,H,JAN POL,4,0.06,2014
0.06,D,JANIRA,4,0.06,2014
0.06,H,JEAN PIERRE,4,0.06,2014
0.06,H,JIAHAO,4,0.06,2014
0.06,H,JOAN DAVID,4,0.06,2014
0.06,D,JOHANA,4,0.06,2014
0.06,H,JORDÀ,4,0.06,2014
0.06,D,JOSEFINA,4,0.06,2014
0.06,H,JOSÉ FRANCISCO,4,0.06,2014
0.06,H,JUAN DIEGO,4,0.06,2014
0.06,H,JUNHAO,4,0.06,2014
0.06,H,KAMAL,4,0.06,2014
0.06,D,KARIMA,4,0.06,2014
0.06,D,KAROLINA,4,0.06,2014
0.06,D,KAYLA,4,0.06,2014
0.06,H,KENAI,4,0.06,2014
0.06,H,KENZO,4,0.06,2014
0.06,D,KEYLA,4,0.06,2014
0.06,D,KHLOE,4,0.06,2014
0.06,H,KIMI,4,0.06,2014
0.06,D,KRISTEN,4,0.06,2014
0.06,D,LANA,4,0.06,2014
0.06,H,LAUTARO,4,0.06,2014
0.06,D,LEILA,4,0.06,2014
0.06,D,LIAH,4,0.06,2014
0.06,D,LILIANA,4,0.06,2014
0.06,H,LLORENÇ,4,0.06,2014
0.06,D,LLURA,4,0.06,2014
0.06,H,LOIC,4,0.06,2014
0.06,H,LOKMAN,4,0.06,2014
0.06,D,LUCIANA,4,0.06,2014
0.06,D,LUISA,4,0.06,2014
0.06,H,LUKE,4,0.06,2014
0.06,D,LÍLIA/LILIA,4,0.06,2014
0.06,D,LÍVIA/LIVIA,4,0.06,2014
0.06,D,MACARENA,4,0.06,2014
0.06,H,MAHIR,4,0.06,2014
0.06,H,MAHMOUD,4,0.06,2014
0.06,H,MAIKEL,4,0.06,2014
0.06,H,MARCELO,4,0.06,2014
0.06,D,MARI CARMEN,4,0.06,2014
0.06,D,MARIA FERNANDA/MARÍA FERNANDA,4,0.06,2014
0.06,D,MARIA ISABEL/MARÍA ISABEL,4,0.06,2014
0.06,D,MARIA MONTSERRAT/MARÍA MONTSERRAT,4,0.06,2014
0.06,D,MARIAMU,4,0.06,2014
0.06,D,MARISOL,4,0.06,2014
0.06,D,MARÍA JOSÉ,4,0.06,2014
0.06,H,MAURICIO,4,0.06,2014
0.06,H,MAVERICK,4,0.06,2014
0.06,H,MAXIMILIÁN,4,0.06,2014
0.06,D,MAY,4,0.06,2014
0.06,D,MAYSSA,4,0.06,2014
0.06,D,MEL,4,0.06,2014
0.06,D,MIRYAM,4,0.06,2014
0.06,H,MOAAD,4,0.06,2014
0.06,H,MOHAMMED AMINE,4,0.06,2014
0.06,H,MOSAAB,4,0.06,2014
0.06,H,MOUNIR,4,0.06,2014
0.06,H,MOUSTAPHA,4,0.06,2014
0.06,D,"NATÀLIA MARIA/NATALIA MARÍA",4,0.06,2014
0.06,D,"NAUSICA",4,0.06,2014
0.06,H,"NAWFAL",4,0.06,2014
0.06,D,"NAYADE",4,0.06,2014
0.06,H,"NAYAN",4,0.06,2014
0.06,D,"NAÏS/NAÍS/NAIS",4,0.06,2014
0.06,D,NERET,4,0.06,2014
0.06,H,NICOLA,4,0.06,2014
0.06,H,NOAM,4,0.06,2014
0.06,H,NUR,4,0.06,2014
0.06,D,NURA,4,0.06,2014
0.06,D,NUT,4,0.06,2014
0.06,H,ODEI,4,0.06,2014
0.06,H,OIER,4,0.06,2014
0.06,D,OLALLA,4,0.06,2014
0.06,H,OLEKSANDR,4,0.06,2014
0.06,D,OMAIMA,4,0.06,2014
0.06,H,OSKAR,4,0.06,2014
0.06,D,PAULINA,4,0.06,2014
0.06,D,PIA/PÍA,4,0.06,2014
0.06,H,PIERO,4,0.06,2014
0.06,H,QUIRC,4,0.06,2014
0.06,D,RABAB,4,0.06,2014
0.06,H,RAPHAEL,4,0.06,2014
0.06,D,REGINA,4,0.06,2014
0.06,H,ROCK,4,0.06,2014
0.06,D,SABINA,4,0.06,2014
0.06,H,SAID/SAÏD,4,0.06,2014
0.06,D,SAJA,4,0.06,2014
0.06,H,SALAH EDDINE,4,0.06,2014
0.06,D,SAMAR,4,0.06,2014
0.06,D,SANAE,4,0.06,2014
0.06,D,SARA SOFÍA,4,0.06,2014
0.06,D,SARAI,4,0.06,2014
0.06,D,SELVA,4,0.06,2014
0.06,D,SINAY,4,0.06,2014
0.06,H,SOULAYMANE,4,0.06,2014
0.06,D,SOUMAYA,4,0.06,2014
0.06,D,SULAMITA,4,0.06,2014
0.06,D,SURI,4,0.06,2014
0.06,H,TARIK,4,0.06,2014
0.06,H,TELMO,4,0.06,2014
0.06,D,TESS,4,0.06,2014
0.06,H,TIM,4,0.06,2014
0.06,H,URI,4,0.06,2014
0.06,H,VICENTE,4,0.06,2014
0.06,H,VIDAL,4,0.06,2014
0.06,H,WAIL,4,0.06,2014
0.06,D,XANA,4,0.06,2014
0.06,H,YAHEL,4,0.06,2014
0.06,H,YAHIR,4,0.06,2014
0.06,H,YAIR,4,0.06,2014
0.06,H,YI CHEN,4,0.06,2014
0.06,H,YULEN,4,0.06,2014
0.06,D,YUMARA,4,0.06,2014
0.06,H,YURI,4,0.06,2014
0.06,D,YUSRA,4,0.06,2014
0.06,D,ZAHRA,4,0.06,2014
0.06,D,ZAIDA,4,0.06,2014
0.06,D,ZARA,4,0.06,2014
0.06,D,ZAYNAB,4,0.06,2014
0.06,D,ZIXUAN,4,0.06,2014
0.06,H,ÀLEX DANIEL/ÁLEX DANIEL,4,0.06,2014
0.06,H,ÀNGEL DAVID/ÁNGEL DAVID,4,0.06,2014
14.83,H,MARC,1040,14.83,2015
11.06,D,MARTINA,776,11.06,2015
10.21,D,JÚLIA/JULIA,716,10.21,2015
9.48,H,ÀLEX/ÁLEX,665,9.48,2015
9.44,H,MARTÍ,662,9.44,2015
8.87,D,LAIA,622,8.87,2015
8.81,H,HUGO,618,8.81,2015
8.73,D,LUCÍA,612,8.73,2015
8.58,H,BIEL,602,8.58,2015
8.54,D,EMMA,599,8.54,2015
8.53,H,ERIC/ÈRIC/ÉRIC,598,8.53,2015
8.53,D,MARIA/MARÍA,598,8.53,2015
7.87,H,JAN,552,7.87,2015
7.86,H,NIL,551,7.86,2015
7.83,H,POL,549,7.83,2015
7.81,D,AINA,548,7.81,2015
7.64,H,PAU,536,7.64,2015
7.64,D,PAULA,536,7.64,2015
7.63,D,NOA,535,7.63,2015
7.2,D,CARLA,505,7.2,2015
6.99,H,ARNAU,490,6.99,2015
6.47,H,LEO,454,6.47,2015
6.16,H,ALEIX,432,6.16,2015
5.96,D,CLÀUDIA/CLAUDIA,418,5.96,2015
5.82,D,ABRIL,408,5.82,2015
5.8,D,ONA,407,5.8,2015
5.53,D,SARA,388,5.53,2015
5.52,D,ALBA,387,5.52,2015
5.43,H,DANIEL,381,5.43,2015
5.13,D,ARLET,360,5.13,2015
5.09,D,SOFÍA/SOFIA,357,5.09,2015
4.78,H,LUCAS,335,4.78,2015
4.52,H,GERARD,317,4.52,2015
4.52,D,VALENTINA,317,4.52,2015
4.46,H,DAVID,313,4.46,2015
4.32,D,ARIADNA,303,4.32,2015
4.26,H,BRUNO,299,4.26,2015
4.21,H,ADRIÀ,295,4.21,2015
4.16,D,JANA,292,4.16,2015
4.16,H,JOEL,292,4.16,2015
4.03,D,DANIELA,283,4.03,2015
4.03,D,MIA,283,4.03,2015
3.96,H,ADAM,278,3.96,2015
3.86,H,ENZO,271,3.86,2015
3.84,H,ROGER,269,3.84,2015
3.79,H,JORDI,266,3.79,2015
3.79,D,VALÈRIA/VALERIA,266,3.79,2015
3.59,D,NORA,252,3.59,2015
3.59,H,ROC,252,3.59,2015
3.55,H,MAX,249,3.55,2015
3.54,D,IVET,248,3.54,2015
3.52,H,ORIOL,247,3.52,2015
3.48,H,PABLO,244,3.48,2015
3.39,H,GUILLEM,238,3.39,2015
3.34,D,ELSA,234,3.34,2015
3.34,H,IZAN,234,3.34,2015
3.31,H,IAN,232,3.31,2015
3.25,D,CHLOE/CHLÓE,228,3.25,2015
3.19,H,MARIO,224,3.19,2015
3.14,H,JOAN,220,3.14,2015
3.14,H,VÍCTOR,220,3.14,2015
2.98,D,ANNA,209,2.98,2015
2.98,H,UNAI,209,2.98,2015
2.97,H,DYLAN,208,2.97,2015
2.95,H,MARTÍN,207,2.95,2015
2.92,H,ALEJANDRO,205,2.92,2015
2.91,D,BERTA,204,2.91,2015
2.91,H,MOHAMED,204,2.91,2015
2.89,D,LIA/LÍA,203,2.89,2015
2.78,H,ADRIÁN,195,2.78,2015
2.72,H,ERIK,191,2.72,2015
2.69,D,CLARA,189,2.69,2015
2.69,D,ÈLIA/ELIA,189,2.69,2015
2.61,H,IKER,183,2.61,2015
2.59,D,OLÍVIA/OLIVIA,182,2.59,2015
2.57,D,CARLOTA,180,2.57,2015
2.54,H,LLUC,178,2.54,2015
2.52,D,LAURA,177,2.52,2015
2.48,D,AINHOA,174,2.48,2015
2.48,D,BRUNA,174,2.48,2015
2.47,H,ARAN/ARÁN,173,2.47,2015
2.45,D,MARINA,172,2.45,2015
2.38,D,MARIONA,167,2.38,2015
2.37,D,NÚRIA/NURIA,166,2.37,2015
2.32,D,LEYRE,163,2.32,2015
2.32,D,VERA,163,2.32,2015
2.31,H,DÍDAC,162,2.31,2015
2.31,D,MAR,162,2.31,2015
2.25,H,AARON/AARÓN,158,2.25,2015
2.25,H,QUIM,158,2.25,2015
2.24,D,IRENE,157,2.24,2015
2.24,H,ÁLVARO,157,2.24,2015
2.22,H,HÈCTOR/HÉCTOR,156,2.22,2015
2.21,D,ALMA,155,2.21,2015
2.21,H,SERGI,155,2.21,2015
2.18,D,ALÈXIA/ALEXIA,153,2.18,2015
2.12,H,MATEO,149,2.12,2015
2.11,H,GAEL,148,2.11,2015
2.08,H,LUCÀ,146,2.08,2015
2.05,D,LEIRE,144,2.05,2015
2.02,D,AINARA,142,2.02,2015
2.01,H,RAYAN,141,2.01,2015
1.98,D,AITANA,139,1.98,2015
1.97,H,YOUSSEF,138,1.97,2015
1.94,D,BLANCA,136,1.94,2015
1.92,D,GALA,135,1.92,2015
1.9,H,IVAN/IVÁN,133,1.9,2015
1.9,D,MARTA,133,1.9,2015
1.88,H,DIEGO,132,1.88,2015
1.87,H,ALAN,131,1.87,2015
1.85,H,AXEL,130,1.85,2015
1.84,D,INÉS,129,1.84,2015
1.84,D,LOLA,129,1.84,2015
1.8,H,GABRIEL,126,1.8,2015
1.8,H,JULEN,126,1.8,2015
1.77,H,ISAAC,124,1.77,2015
1.75,H,THIAGO,123,1.75,2015
1.74,D,CLOÈ/CLOE,122,1.74,2015
1.73,H,AITOR,121,1.73,2015
1.71,D,QUERALT,120,1.71,2015
1.67,D,"NAIA",117,1.67,2015
1.67,D,ZOÈ/ZOÉ/ZOE,117,1.67,2015
1.65,D,AYA,116,1.65,2015
1.6,D,ADRIANA,112,1.6,2015
1.6,H,JOSÉ,112,1.6,2015
1.58,H,NICOLÀS/NICOLÁS,111,1.58,2015
1.54,H,TEO,108,1.54,2015
1.5,H,ANTONIO,105,1.5,2015
1.5,H,OLIVER,105,1.5,2015
1.47,H,ANIOL,103,1.47,2015
1.47,H,ELOI,103,1.47,2015
1.45,D,ALEXANDRA,102,1.45,2015
1.41,H,ALBERT,99,1.41,2015
1.41,H,MIQUEL,99,1.41,2015
1.41,D,MIREIA,99,1.41,2015
1.4,H,ASIER,98,1.4,2015
1.4,D,IRINA,98,1.4,2015
1.38,D,LARA,97,1.38,2015
1.38,D,VEGA,97,1.38,2015
1.37,D,ANDREA,96,1.37,2015
1.33,H,FERRAN,93,1.33,2015
1.31,D,IRIA/IRÍA,92,1.31,2015
1.31,D,MÀRIAM/MARIAM,92,1.31,2015
1.31,D,NEREA,92,1.31,2015
1.3,H,BERNAT,91,1.3,2015
1.3,D,CANDELA,91,1.3,2015
1.3,H,LIAM,91,1.3,2015
1.28,D,IRIS,90,1.28,2015
1.28,H,ÀNGEL/ÁNGEL,90,1.28,2015
1.24,H,KILIAN,87,1.24,2015
1.24,H,NOAH,87,1.24,2015
1.24,H,OMAR,87,1.24,2015
1.24,H,XAVIER,87,1.24,2015
1.23,D,EVA,86,1.23,2015
1.21,H,AMIR,85,1.21,2015
1.21,D,MALAK,85,1.21,2015
1.21,H,MANUEL,85,1.21,2015
1.21,H,ÒSCAR/ÓSCAR,85,1.21,2015
1.2,D,HELENA,84,1.2,2015
1.18,H,ANAS/ANÁS,83,1.18,2015
1.18,H,XAVI,83,1.18,2015
1.17,D,JOANA,82,1.17,2015
1.17,D,SIRA,82,1.17,2015
1.15,D,NOUR,81,1.15,2015
1.15,H,SAMUEL,81,1.15,2015
1.14,H,IMRAN,80,1.14,2015
1.14,D,SALMA,80,1.14,2015
1.13,D,GINA,79,1.13,2015
1.11,H,JUAN,78,1.11,2015
1.11,H,MIGUEL,78,1.11,2015
1.11,H,SERGIO,78,1.11,2015
1.1,D,ANA,77,1.1,2015
1.1,H,MARCEL,77,1.1,2015
1.1,D,YASMIN,77,1.1,2015
1.08,H,CARLOS,76,1.08,2015
1.08,H,EDGAR,76,1.08,2015
1.08,D,ELENA,76,1.08,2015
1.07,H,GENÍS,75,1.07,2015
1.07,D,TRIANA,75,1.07,2015
1.06,D,FÀTIMA/FÁTIMA,74,1.06,2015
1.06,H,ISMAEL,74,1.06,2015
1.06,D,JUDIT,74,1.06,2015
1.04,H,RAÜL/RAÚL,73,1.04,2015
1.03,D,GRETA,72,1.03,2015
1.01,H,JAVIER,71,1.01,2015
1,H,DEREK,70,1,2015
1,H,TOMÀS/TOMÁS,70,1,2015
0.98,H,CESC,69,0.98,2015
0.98,H,MARCOS,69,0.98,2015
0.97,H,ARITZ,68,0.97,2015
0.97,H,RUBÈN/RUBÉN,68,0.97,2015
0.96,D,AMIRA,67,0.96,2015
0.96,D,MARWA,67,0.96,2015
0.94,D,GAL·LA,66,0.94,2015
0.94,H,GUIM,66,0.94,2015
0.94,D,LINA,66,0.94,2015
