latitude,longitude,floor_material,bike,car,pigs,celular,moto,telephone,tv,wash_after_poop,water_source,sex,age
-25.1019925724,32.9013865604,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,female,28.439386944297
-25.1939621726,32.9385837369,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the house,female,36.8642738552064
-25.0945278506,32.9217711894,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,36.6921408179237
-25.4505733333,32.7004666667,Without,no,no,no,yes,no,yes,no,Nothing,NA,male,23.0398725694395
-25.3637501994,32.8209508586,Adobe,no,no,yes,yes,no,no,no,Nothing,NA,male,53.1028579607014
-25.3975144971,32.8146317795,Cement,no,no,no,no,no,no,no,NA,Protected well,female,23.3651782459417
-25.2917940667,32.7442787147,Cement,no,no,no,no,no,no,no,NA,Unprotected well,female,20.1985094649678
-25.0548352952,32.7749375172,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,22.2443586581782
-25.411295214,32.7392079665,Mosaic / Hardboard,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,36.8113036867156
-25.3858946004,32.8156496529,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,35.6227412002347
-25.0511062807,32.7797195968,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,33.4639108037664
-25.4933837218,32.7377006921,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,42.9521640197857
-25.4602104726,32.7672593112,Cement,no,no,no,yes,no,no,no,Only soap,Piped water in the yard,male,40.0508709618707
-25.1631955167,32.8100419646,Adobe,yes,no,no,yes,no,no,no,NA,Piped water in the yard,female,58.8449887438948
-25.4760591228,32.6139463253,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,38.4968521032836
-25.245928959,32.8638701826,Cement,no,no,no,NA,no,no,no,"Only water, without soap",Piped water in the yard,male,18.1141173014581
-25.4283093704,32.7390413606,Without,no,no,no,yes,no,no,no,NA,Protected well,female,30.1434246577695
-25.4899071986,32.65588414,Adobe,no,no,no,no,no,no,no,NA,Unprotected well,male,48.0356565772233
-25.239475728,32.8507143797,Cement,no,no,no,no,no,no,no,Nothing,NA,female,39.2321025275558
-25.5386531429,32.7195479409,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,23.3955113886648
-25.400529583,32.7933899338,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the house,female,23.2244113075316
-25.5599716887,32.6522855782,Mosaic / Hardboard,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,67.6228584087119
-25.3714149616,32.8161864537,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,19.5699270099462
-25.0409083126,32.783513351,Cement,no,no,yes,yes,no,no,yes,NA,Piped water in the yard,male,34.6617654849324
-25.2440814204,32.8470853252,Cement,no,no,no,NA,no,yes,yes,Only soap,Piped water in the yard,male,19.5956498333109
-25.1144065275,32.9552581736,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,27.4074572118391
-25.4305924709,32.7806996875,Cement,no,no,no,no,no,no,no,"Only water, without soap",Piped water in the yard,male,28.4612120423865
-25.1839901688,32.9366532624,Cement,no,no,no,no,no,no,no,"Only water, without soap",NA,male,47.150905808662
-25.0512899066,32.7290765755,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,20.3693403349595
-25.0735052332,32.838414495,Cement,no,no,no,no,no,no,no,NA,Piped water in the yard,female,23.9793807873659
-25.0216560849,32.8569768261,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,19.5327239578694
-25.3897804542,32.80710837,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,81.5350373750401
-25.1617282206,32.9592261956,Without,no,no,no,no,no,no,no,NA,Piped water in the yard,female,39.6055214117131
-25.4463940108,32.6823045614,Cement,yes,no,no,yes,yes,no,yes,NA,Unprotected well,male,44.2999058203836
-25.1741589794,32.8424090813,Cement,yes,no,no,yes,no,no,yes,Nothing,NA,male,28.4227820483165
-25.2400033616,32.8521928552,Without,no,no,no,yes,no,no,no,Nothing,NA,male,21.6443286441209
-25.2700243426,32.8545652615,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,41.206840193199
-25.4643505254,32.7577928357,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,32.7350906611104
-25.2886678147,32.7426452727,Cement,no,no,no,no,no,no,no,NA,Fontenary,female,22.592037614093
-25.1888624711,32.8472498307,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,42.7647663389286
-25.3176009229,32.8169250791,Cement,yes,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,35.2070711991502
-25.0612452364,32.7790053937,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,35.7673614699342
-25.4471058138,32.6775191859,Cement,yes,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,30.8020594192415
-25.3044973488,32.8333199052,Without,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,59.313807328728
-25.3759566255,32.8152381152,Without,no,no,no,no,no,no,no,NA,Protected well,male,43.3497267910836
-25.4474360893,32.7699324083,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,33.7057451779901
-25.4070719074,32.8022699629,Cement,no,no,no,no,no,no,no,Nothing,NA,male,43.1526461728482
-25.2403508521,32.8597400401,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,58.3061409362038
-25.0508778046,32.7761084831,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,male,30.6170013792028
-25.3988094222,32.795446897,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,61.5228088155569
-25.5515858007,32.7029322665,Cement,yes,no,no,no,no,no,no,"yes, with water and soap",Piped water in the yard,male,20.3019053076681
-25.3990304916,32.7845653514,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,23.9390700198262
-25.3304103481,32.9499904311,Cement,no,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,49.5448373064135
-25.4614985442,32.743520673,Cement,yes,no,no,NA,no,yes,no,"yes, with water and soap",Piped water in the yard,male,47.8615266305598
-25.4252273641,32.7752333923,Cement,no,no,no,no,no,no,doesn't know,NA,Piped water in the yard,male,49.803247650811
-25.2530659616,32.8605757739,Cement,yes,yes,no,yes,yes,no,yes,"yes, with water and soap",Piped water in the house,female,20.3149932895058
-25.3953187188,32.7789866235,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,50.6147884630677
-25.3605709627,32.7589956913,Cement,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,40.6353993315219
-25.4263017087,32.7774077878,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,66.9168338967883
-25.1062496534,32.9023161764,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the house,male,26.9072584973993
-25.2714413269,32.8572666115,Cement,no,no,no,NA,no,yes,no,"yes, with water and soap",Piped water in the yard,male,41.2443028905809
-25.40445736,32.8009721541,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,31.5237669893721
-25.3445952966,32.7856385092,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,39.6503843496462
-25.1815733333,32.8243533333,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,43.7982008139739
-25.3937170211,32.8063354678,Without,no,no,no,yes,no,no,no,Nothing,NA,male,36.9542624402305
-25.2450647137,32.8484202547,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,54.6211142174452
-25.1911232556,32.8367493194,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,male,33.655101353379
-25.0180430723,32.8439151812,Cement,yes,no,yes,yes,no,no,yes,"Only water, without soap",NA,male,25.2665787607675
-25.0112112238,32.8375088688,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,male,54.2332641890445
-25.3424981906,32.7626957291,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,50.9352540011888
-25.1591673658,32.8076469857,Cement,no,no,no,yes,no,no,no,NA,Others,female,72.6258529304523
-25.0294550397,32.8690113055,Adobe,no,no,no,yes,no,no,no,Nothing,NA,female,53.2002771256775
-25.2458131332,32.852745687,Cement,no,no,no,yes,yes,no,yes,NA,Fontenary,male,21.949342319723
-25.168109243,32.8009611634,Adobe,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,25.3677411083058
-25.3025895883,32.8342709809,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,47.9252254689669
-25.4539392387,32.7668481671,Without,no,no,no,no,no,no,no,NA,Protected well,male,48.5011908466537
-25.1552083205,32.801901023,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,35.411564544091
-25.0514961584,32.7731381681,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,38.6300400066488
-25.0517033333,32.7740833333,Adobe,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,19.9437278007045
-25.2995019879,32.8296758404,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,19.1819072115183
-25.0621694981,32.7653201092,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,31.5162419051495
-25.177188776,32.8456728403,Cement,no,yes,no,yes,no,no,yes,Nothing,Piped water in the yard,female,42.9223012024368
-25.532499921,32.6818616407,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,39.6418011365896
-25.3097667937,32.8300602897,Without,yes,no,no,yes,no,no,yes,NA,Unprotected well,male,34.3999142368415
-25.0539175997,32.7599802801,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,27.7249845307116
-25.355998351,32.7012037553,Cement,yes,no,no,yes,no,no,yes,Nothing,NA,female,51.8440158847177
-25.1215308981,32.9560437804,Adobe,no,no,no,no,no,no,no,NA,Unprotected well,female,22.3113306556017
-25.0733801522,32.8390814432,Mosaic / Hardboard,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,21.7202942558374
-25.5420282803,32.7218977097,Cement,yes,no,yes,yes,no,no,no,NA,Piped water in the house,male,19.7980936257391
-25.4295794128,32.9033566415,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,40.9376853043321
-25.1912283863,32.8417054897,Cement,yes,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,21.4763901546359
-25.2939360848,32.9830582447,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,25.9672004315849
-25.3750980661,32.7568934292,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,41.1587750699149
-25.0119873852,32.8429701766,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,54.1770610253939
-25.3903640584,32.818212506,Cement,no,no,no,no,no,no,no,NA,Fontenary,male,25.2682748601626
-25.426062335,32.7888422338,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,24.835885878575
-25.1803347868,32.8507199199,Cement,yes,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,24.4282138635845
-25.4801755876,32.6863795182,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,28.1945968092879
-25.4564082564,32.7559144091,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,34.024653657262
-25.0678600602,32.8142871872,Cement,no,no,no,no,no,no,no,"yes, with water and soap",Piped water in the yard,female,37.790613016383
-25.05397,32.7757783333,Without,no,no,no,no,no,no,no,Nothing,NA,female,38.4870708653408
-25.0560701716,32.7740445197,Cement,yes,no,no,NA,yes,yes,yes,"Only water, without soap",Piped water in the yard,female,30.6916965910868
-25.3841437541,32.7979559806,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,23.1224483802903
-25.0499132686,32.7826549161,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,male,25.6390750877304
-25.4061328711,32.7714925743,Cement,no,no,yes,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,23.4525237814899
-25.3789559973,32.807367354,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,25.6533244040943
-25.3933081374,32.7883218103,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,20.0213583979776
-25.0941289264,32.8525595409,Without,yes,no,no,yes,no,no,no,NA,Protected well,female,28.2171245515571
-25.0435282304,32.7911856374,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,22.0543045691706
-25.3117319688,32.8278773811,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,23.1989556675641
-25.0915176348,32.905008544,Without,no,no,no,yes,no,no,no,NA,Protected well,female,34.5228889429092
-25.4436632263,32.7537045244,Cement,no,no,no,no,no,no,no,Nothing,Piped water in the yard,female,31.5440271023726
-25.1230425019,32.7687452777,Cement,no,no,yes,yes,no,no,yes,Nothing,Piped water in the house,female,37.6948137100653
-25.4134975419,32.6853717672,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,18.0126597631507
-25.0488288786,32.787346217,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,40.2299004301482
-25.180025,32.8231033333,Cement,no,no,no,no,no,no,yes,"yes, with water and soap",Piped water in the yard,male,26.7121837981076
-25.0511152835,32.7715043885,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",NA,male,26.3091806159756
-25.2706301072,32.8653977695,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,male,35.1716896233902
-25.0136199824,32.838035458,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,40.1695151131414
-25.0141216644,32.8427072911,Cement,no,no,no,no,no,no,no,Nothing,NA,female,26.0827001112739
-25.0552498013,32.7733470774,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,20.7269238929484
-25.4082412945,32.7255219115,Cement,no,no,no,no,no,no,yes,Nothing,Piped water in the yard,female,30.4270376504734
-25.2937561505,32.8345398121,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,20.4559091491233
-25.4286911148,32.7828406041,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,38.5797403297602
-25.3088884765,32.8309798114,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,52.0699078976953
-25.4750107061,32.9276529188,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,27.0346374172311
-25.4146399011,32.7962556445,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,32.8103143972364
-25.1367752332,32.9494016583,Cement,no,no,no,yes,no,no,yes,Nothing,NA,female,45.2131798629064
-25.2817509985,32.7355874264,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,34.7620077709837
-25.4931494748,32.6514671763,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,39.2416553825654
-25.5517792231,32.6751491379,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,25.4934104746129
-25.4178143173,32.7944512177,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,female,66.8987059109441
-25.4283945986,32.7845017384,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,27.0519585655831
-25.4438184585,32.7820602078,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,22.7108780714953
-25.4316862309,32.7408090673,Cement,no,no,no,NA,no,yes,yes,Nothing,Protected well,female,32.7183457633606
-25.5121908552,32.7304627497,Cement,no,no,yes,yes,no,no,no,NA,Fontenary,female,26.8604521752455
-25.3987494144,32.8068286619,Adobe,no,no,no,no,no,no,no,Nothing,NA,male,22.123528673712
-25.394901529,32.8155323978,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,46.5084734244918
-25.4654402422,32.7055518108,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,30.0193511714426
-25.0504509776,32.7825071293,Marble / Granulite,no,yes,no,yes,no,no,yes,NA,Piped water in the house,female,34.6314963071467
-25.4370384033,32.7673997564,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,38.2649064865625
-25.2596161707,32.8740293531,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,31.1882236522401
-25.4541923,32.7683440327,Cement,no,no,no,yes,no,no,no,NA,Fontenary,male,36.7274198342168
-25.4232659414,32.7782892604,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,35.2434230669518
-25.4312022422,32.6854668086,Cement,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the house,female,37.3198700283145
-25.0468640956,32.7895154215,Cement,no,no,no,no,no,no,no,NA,Piped water in the house,female,21.1557793409405
-25.4422836265,32.7815409273,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,35.0556561023832
-25.3721906466,32.8115571754,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,36.6041696983002
-25.0565195196,32.7956580146,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,58.9097665137612
-25.0675207272,32.7556229305,Cement,yes,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,21.0815636117022
-25.4362450809,32.7688904109,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,male,20.4202212313427
-25.3976887185,32.8013701219,Cement,no,no,no,no,no,no,no,NA,Fontenary,male,45.5111247853753
-25.4676149278,32.6889141886,Cement,yes,yes,yes,yes,yes,no,yes,NA,Piped water in the yard,male,44.0007597285063
-25.1232211248,32.955683301,Cement,yes,no,no,no,no,no,no,NA,Fontenary,male,30.0269037371181
-25.4969109687,32.7381142592,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,38.0225488258757
-25.4061561058,32.7898618359,Adobe,no,no,no,yes,no,no,yes,NA,Unprotected well,female,32.4969767878158
-25.4436030055,32.7801547587,Adobe,yes,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,36.8066811028486
-25.4435447911,32.7690025389,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,30.6504714456826
-25.1020564717,32.9022682121,Without,no,no,yes,yes,no,no,no,NA,Protected well,female,45.4650869926487
-25.2715847182,32.8689809994,Cement,yes,no,no,yes,no,no,yes,NA,Protected well,male,18.9023153227901
-25.4597417252,32.678630306,Cement,no,no,no,yes,no,no,yes,Nothing,NA,female,36.1611882191973
-25.0523902472,32.7811062145,Cement,no,yes,no,yes,no,no,yes,"Only water, without soap",Piped water in the house,male,19.4828687667522
